id,member_id,loan_amnt,term,int_rate,annual_inc,emp_length,home_ownership,purpose,dti,fico_range_low,fico_range_high,open_acc,delinq_2yrs,revol_bal,inq_last_6mths,issue_d,loan_status
1010,928086,14824.24,36,13.87,49649.67,5 years,MORTGAGE,credit_card,22.15,802,806,10,1,34785.94,5,Jul-2022,Current
1011,880157,7598.71,36,16.52,23861.53,2 years,MORTGAGE,home_improvement,19.47,812,816,8,0,19624.01,5,Oct-2021,In Grace Period
1012,826225,38400.95,60,15.48,92453.2,< 1 year,RENT,credit_card,20.42,793,797,9,1,96294.06,0,May-2023,Fully Paid
1013,631810,24206.91,60,19.19,36072.04,5 years,OWN,home_improvement,25.8,758,762,15,1,45934.95,4,Sep-2021,Current
1014,748072,27806.31,60,7.18,122287.5,5 years,RENT,other,9.27,783,787,6,1,57829.01,5,Dec-2021,In Grace Period
1015,622318,22191.25,36,20.14,48309.65,5 years,MORTGAGE,home_improvement,22.0,770,774,14,3,61403.79,2,Jul-2022,Current
1016,514105,32648.26,36,11.1,77856.61,5 years,RENT,medical,31.08,635,639,15,2,70489.78,1,Jul-2023,Late (31-120 days)
1017,706413,36062.44,60,20.84,47858.96,2 years,MORTGAGE,other,24.93,643,647,19,2,49693.09,2,Feb-2022,Late (31-120 days)
1018,120379,16543.0,36,13.55,48347.28,5 years,MORTGAGE,debt_consolidation,11.63,707,711,10,0,47577.77,5,Jun-2022,Current
1019,843801,28220.96,36,6.77,37691.38,5 years,MORTGAGE,other,19.52,680,684,3,2,82234.63,1,Feb-2021,In Grace Period
1020,383690,10735.72,36,23.35,51720.31,2 years,RENT,debt_consolidation,22.72,756,760,14,2,22220.05,1,May-2021,In Grace Period
1021,590658,26770.49,60,20.05,56562.38,10+ years,MORTGAGE,major_purchase,31.75,756,760,15,2,51272.19,5,Mar-2021,Charged Off
1022,698371,17167.91,60,12.26,34443.78,< 1 year,MORTGAGE,home_improvement,41.03,814,818,2,1,48793.58,3,Mar-2021,Current
1023,394989,2257.7,36,10.86,46338.57,2 years,RENT,credit_card,27.02,769,773,5,2,5520.5,1,Aug-2023,Current
1024,397587,38310.06,60,16.6,37251.8,5 years,RENT,major_purchase,32.05,582,586,8,1,30525.13,4,Jul-2023,Charged Off
1025,259216,35000.78,60,23.77,137977.9,5 years,MORTGAGE,other,8.09,661,665,11,3,101342.04,1,Jun-2023,Fully Paid
1026,189214,13051.79,36,11.22,47080.83,10+ years,RENT,debt_consolidation,43.18,658,662,11,1,30161.59,4,Mar-2021,Fully Paid
1027,893454,39914.78,36,23.07,98258.25,10+ years,RENT,credit_card,17.61,732,736,5,3,93701.22,2,Mar-2021,Fully Paid
1028,565982,14050.85,36,11.95,44889.98,10+ years,OWN,major_purchase,19.17,662,666,5,3,21109.05,5,Nov-2021,Late (31-120 days)
1029,711267,19436.08,36,18.67,55087.57,5 years,OWN,debt_consolidation,13.91,814,818,18,3,10128.45,4,Sep-2022,In Grace Period
1030,239031,34347.84,36,12.87,27048.48,5 years,MORTGAGE,credit_card,8.39,649,653,14,2,40507.43,0,Jan-2022,Current
1031,867460,13574.66,36,7.53,40087.4,< 1 year,OTHER,home_improvement,36.6,685,689,11,1,18024.17,4,Jun-2022,Current
1032,375598,19120.53,36,22.85,53892.18,10+ years,MORTGAGE,home_improvement,14.62,776,780,7,2,31352.3,3,Jul-2021,Default
1033,514303,27292.31,36,8.95,100077.66,5 years,RENT,medical,16.31,668,672,10,3,61498.67,1,Mar-2023,Fully Paid
1034,551721,6957.77,36,23.0,54170.53,5 years,RENT,home_improvement,12.27,590,594,19,3,11316.94,3,Dec-2021,Fully Paid
1035,769400,18049.31,60,7.86,91370.15,5 years,RENT,debt_consolidation,44.0,659,663,7,3,25816.34,1,Mar-2021,Current
1036,204651,13757.58,36,10.81,65403.31,10+ years,MORTGAGE,major_purchase,36.24,666,670,7,2,15412.72,4,Mar-2023,Fully Paid
1037,916393,27717.42,60,22.58,101959.46,5 years,MORTGAGE,credit_card,42.2,726,730,10,1,67110.76,1,Sep-2023,Current
1038,201275,7166.84,60,17.85,47735.52,2 years,OTHER,debt_consolidation,39.47,750,754,5,1,17693.2,2,Jan-2021,Fully Paid
1039,673589,10843.8,60,9.41,143716.84,10+ years,OWN,medical,41.25,711,715,3,1,15268.34,3,Apr-2022,In Grace Period
1040,289079,29032.3,36,16.66,39401.99,2 years,RENT,home_improvement,24.16,677,681,18,3,30306.94,0,Jun-2023,In Grace Period
1041,931031,7936.53,60,9.25,34720.73,10+ years,MORTGAGE,major_purchase,11.82,700,704,14,1,8334.29,5,Feb-2023,In Grace Period
1042,632624,18036.73,60,21.74,28437.85,5 years,RENT,major_purchase,18.08,614,618,8,1,38905.93,0,Jul-2023,Current
1043,950637,29089.47,60,6.9,139938.89,10+ years,RENT,debt_consolidation,16.7,623,627,12,1,70729.33,5,Mar-2022,Fully Paid
1044,939877,31087.8,36,15.54,70880.55,10+ years,RENT,medical,33.69,726,730,10,1,76552.48,3,Feb-2022,Current
1045,340952,5605.48,36,7.14,42177.65,5 years,RENT,credit_card,6.03,787,791,3,0,15003.99,3,Feb-2023,In Grace Period
1046,315132,34375.83,36,18.51,85996.36,10+ years,RENT,medical,10.68,705,709,15,0,82026.76,2,Jun-2021,In Grace Period
1047,201268,29510.95,36,22.84,66800.21,< 1 year,OWN,medical,32.32,594,598,3,0,50606.37,2,Sep-2021,Current
1048,747840,14893.19,60,20.96,118747.82,< 1 year,MORTGAGE,debt_consolidation,9.94,815,819,12,0,17401.32,4,Oct-2022,Current
1049,122168,31024.51,36,12.69,24427.75,5 years,MORTGAGE,debt_consolidation,6.93,657,661,7,0,44503.34,2,Jan-2023,Current
1050,270440,29675.36,60,10.26,43503.12,5 years,RENT,other,9.37,759,763,9,3,35887.22,3,May-2021,Current
1051,918058,24833.87,36,8.18,39809.68,< 1 year,OWN,debt_consolidation,32.63,795,799,10,0,18593.78,4,Jul-2022,Late (31-120 days)
1052,671962,23222.28,36,21.73,20167.8,5 years,MORTGAGE,credit_card,10.57,816,820,9,0,19965.44,3,Feb-2022,Current
1053,505665,29918.73,36,7.46,78995.58,10+ years,OTHER,other,10.85,607,611,6,2,15908.89,3,Jul-2022,In Grace Period
1054,223947,39971.88,36,17.32,43404.64,10+ years,MORTGAGE,debt_consolidation,14.21,624,628,3,3,39646.02,3,Nov-2023,In Grace Period
1055,860579,23984.99,36,12.61,68379.89,2 years,OWN,major_purchase,35.04,734,738,4,2,62073.69,0,Mar-2021,Default
1056,860842,32731.28,60,23.92,141760.94,5 years,MORTGAGE,home_improvement,13.01,762,766,15,0,60317.8,0,Dec-2023,In Grace Period
1057,141565,30282.4,36,15.16,41816.25,2 years,MORTGAGE,home_improvement,6.42,780,784,3,2,44624.28,0,May-2022,In Grace Period
1058,768257,34520.72,36,15.88,40557.71,2 years,RENT,debt_consolidation,41.23,712,716,11,2,37747.23,1,Apr-2023,Default
1059,396155,38271.94,36,22.52,51709.61,10+ years,RENT,major_purchase,40.05,618,622,7,2,75574.4,2,Apr-2022,In Grace Period
1060,712653,9337.16,36,23.45,76439.99,10+ years,MORTGAGE,home_improvement,12.39,751,755,14,1,27390.38,1,Dec-2021,Fully Paid
1061,365343,8287.47,36,16.51,37986.24,2 years,MORTGAGE,medical,15.61,740,744,13,1,11353.17,3,Apr-2023,Current
1062,113195,24281.37,60,20.33,36903.71,2 years,OWN,medical,12.54,692,696,5,3,63587.43,5,Jan-2023,Current
1063,778573,19073.21,36,17.43,78884.12,5 years,MORTGAGE,home_improvement,33.78,733,737,14,3,54319.3,5,Jun-2021,Late (31-120 days)
1064,852768,23687.46,36,13.69,58127.12,5 years,RENT,debt_consolidation,15.0,630,634,13,1,58444.71,3,Feb-2023,Current
1065,235765,32325.62,60,7.03,19533.23,< 1 year,MORTGAGE,major_purchase,42.26,774,778,7,2,63959.16,0,Apr-2023,Charged Off
1066,505109,37405.15,36,18.92,28242.23,2 years,OWN,home_improvement,38.11,590,594,17,3,46946.67,4,Mar-2022,Current
1067,580139,17861.8,36,18.6,96332.03,5 years,RENT,medical,28.54,781,785,9,2,10421.69,4,Oct-2023,In Grace Period
1068,814159,29281.44,60,8.1,58739.5,2 years,OWN,medical,5.36,781,785,2,2,68561.67,4,Dec-2022,Current
1069,798994,9478.37,36,10.14,34787.45,10+ years,OWN,credit_card,40.35,744,748,13,3,27391.69,5,Jan-2022,Fully Paid
1070,899148,22312.97,36,19.18,45402.19,10+ years,MORTGAGE,debt_consolidation,34.11,775,779,10,2,49601.58,0,Jan-2021,Fully Paid
1071,668502,2828.58,60,8.69,49313.67,5 years,MORTGAGE,home_improvement,36.52,799,803,8,0,1670.44,2,Jan-2023,Current
1072,945838,21142.52,36,18.44,68260.05,5 years,RENT,other,7.87,619,623,10,1,17941.86,3,Aug-2021,In Grace Period
1073,837121,22722.79,36,18.92,26603.06,10+ years,RENT,credit_card,33.34,710,714,19,2,33683.98,0,Apr-2023,In Grace Period
1074,280126,29946.92,36,12.36,33576.2,2 years,RENT,home_improvement,37.18,734,738,8,3,89038.85,2,Jul-2022,Charged Off
1075,737966,26680.42,36,10.65,55427.44,10+ years,RENT,medical,43.27,806,810,14,3,19002.85,1,May-2022,Fully Paid
1076,176660,15619.08,36,12.71,46867.25,< 1 year,OWN,medical,28.22,757,761,17,0,20222.16,1,Jun-2021,Fully Paid
1077,780467,2217.77,60,12.47,63407.45,10+ years,OWN,medical,25.32,722,726,12,0,4168.76,3,Feb-2023,In Grace Period
1078,299238,6388.46,60,16.93,28189.97,2 years,RENT,other,22.02,713,717,18,0,4982.33,3,Jul-2021,Current
1079,368891,38976.3,60,19.39,57567.18,10+ years,OTHER,medical,33.05,614,618,10,0,30947.73,0,Apr-2022,Default
1080,616647,37048.66,60,21.51,80114.54,< 1 year,MORTGAGE,debt_consolidation,41.83,656,660,6,1,24887.12,4,Jul-2023,Current
1081,441194,14353.54,36,6.54,61026.8,10+ years,RENT,home_improvement,28.99,683,687,10,1,25218.49,5,Oct-2023,Current
1082,682820,11836.41,36,19.08,52187.6,5 years,MORTGAGE,medical,14.09,791,795,4,2,14396.61,0,Dec-2023,Fully Paid
1083,551307,18583.82,36,11.66,46950.65,< 1 year,RENT,major_purchase,5.7,786,790,7,1,11127.15,4,Nov-2023,Default
1084,672412,28217.72,36,21.1,33668.47,10+ years,MORTGAGE,debt_consolidation,29.76,734,738,5,1,49509.7,4,Sep-2022,Charged Off
1085,627544,15559.45,36,7.36,47458.01,2 years,OWN,medical,39.58,605,609,3,3,36193.25,4,Aug-2021,Fully Paid
1086,285414,4557.17,36,15.92,86410.77,5 years,RENT,credit_card,7.64,752,756,4,3,9898.63,5,Jul-2023,Fully Paid
1087,722503,17306.21,60,15.88,46464.19,5 years,OWN,credit_card,20.9,690,694,17,3,38260.0,4,May-2023,In Grace Period
1088,962799,11902.38,36,11.88,32846.1,10+ years,OTHER,other,42.6,736,740,17,3,22335.78,2,Dec-2023,Current
1089,600016,14347.34,60,23.47,39280.71,10+ years,MORTGAGE,other,25.07,683,687,18,0,35195.34,0,Dec-2022,Fully Paid
1090,646487,8192.38,36,7.92,53657.83,5 years,MORTGAGE,debt_consolidation,13.83,753,757,2,2,5373.8,5,Jun-2021,Fully Paid
1091,739410,27035.92,36,8.46,41436.55,10+ years,MORTGAGE,home_improvement,19.15,632,636,19,1,26408.25,4,Jul-2022,In Grace Period
1092,176158,22011.98,36,17.6,60985.2,10+ years,MORTGAGE,credit_card,21.33,614,618,8,2,49708.76,2,May-2022,In Grace Period
1093,235675,12292.8,36,15.26,62024.19,5 years,MORTGAGE,major_purchase,9.69,632,636,9,3,16464.47,3,Jul-2023,In Grace Period
1094,602315,23046.77,36,10.76,73133.54,5 years,RENT,medical,31.43,801,805,5,0,25285.01,3,Mar-2022,In Grace Period
1095,455181,20722.9,36,11.48,93022.97,5 years,RENT,medical,28.69,598,602,19,2,11762.65,0,Dec-2021,In Grace Period
1096,722759,32247.04,36,8.83,76736.78,2 years,MORTGAGE,debt_consolidation,30.91,648,652,19,3,86138.16,1,Mar-2021,In Grace Period
1097,921973,38327.4,36,21.62,32195.84,5 years,OTHER,medical,29.43,662,666,14,2,99457.18,1,Jul-2023,Default
1098,804098,6965.48,36,16.25,32643.78,2 years,MORTGAGE,debt_consolidation,5.67,780,784,3,2,4535.78,3,Apr-2023,Fully Paid
1099,295261,35588.71,36,10.41,47377.51,10+ years,OTHER,major_purchase,11.98,666,670,9,0,44876.51,2,Feb-2021,Current
1100,376505,28782.28,36,13.08,40013.46,5 years,MORTGAGE,major_purchase,11.62,794,798,7,3,29829.48,2,Apr-2022,In Grace Period
1101,229294,28317.03,60,22.32,29370.7,5 years,RENT,home_improvement,8.92,817,821,18,3,28797.35,3,Jun-2022,Default
1102,187854,16223.43,36,21.96,40184.58,2 years,MORTGAGE,other,34.42,736,740,13,1,18579.08,5,May-2022,Fully Paid
1103,770326,15068.51,36,7.24,39595.44,< 1 year,MORTGAGE,major_purchase,9.81,662,666,19,1,18724.05,1,Oct-2023,In Grace Period
1104,722807,2214.3,36,17.77,36230.93,10+ years,OWN,other,31.73,723,727,17,2,5018.3,0,Jun-2021,Current
1105,274986,39323.79,60,8.75,42527.01,5 years,MORTGAGE,home_improvement,12.14,740,744,11,0,115007.47,3,Dec-2021,In Grace Period
1106,734337,25047.22,36,9.8,83308.25,10+ years,RENT,home_improvement,9.73,606,610,7,0,15368.87,5,Jul-2021,In Grace Period
1107,511848,17288.49,36,21.56,53618.91,5 years,MORTGAGE,major_purchase,11.5,779,783,16,0,22600.0,5,Sep-2021,In Grace Period
1108,888480,22663.22,36,22.11,149091.29,2 years,OWN,credit_card,25.34,684,688,14,0,49146.27,1,Sep-2023,Fully Paid
1109,740647,3540.03,36,7.49,52930.17,5 years,OWN,medical,30.82,782,786,15,3,4477.48,2,Oct-2023,Current
1110,343542,8598.74,36,21.73,43022.15,10+ years,MORTGAGE,credit_card,37.48,726,730,18,2,8407.96,4,Feb-2021,Current
1111,536364,25687.68,60,19.11,49112.05,< 1 year,RENT,debt_consolidation,10.14,786,790,12,2,23621.42,0,Nov-2022,Current
1112,310102,21541.95,36,19.96,55018.31,5 years,RENT,home_improvement,29.65,599,603,14,0,42973.2,2,Sep-2021,Current
1113,911358,31908.84,36,20.25,59627.03,2 years,RENT,medical,35.95,590,594,9,1,28004.4,2,Jul-2021,Default
1114,562972,27032.22,36,15.13,124806.53,2 years,MORTGAGE,major_purchase,17.5,606,610,10,3,20040.83,1,Nov-2021,In Grace Period
1115,890332,24854.56,36,23.04,33510.22,< 1 year,OWN,debt_consolidation,8.19,789,793,4,2,59010.53,2,Aug-2021,Default
1116,560031,32980.1,36,9.61,72154.92,5 years,OWN,debt_consolidation,11.24,818,822,5,0,44833.22,5,Jun-2022,Current
1117,552655,4594.0,36,15.09,53824.7,10+ years,OWN,medical,8.66,819,823,19,3,12570.76,5,Dec-2023,Fully Paid
1118,266437,28253.7,36,11.73,24173.35,2 years,RENT,other,40.49,659,663,5,2,49189.19,2,Oct-2022,Default
1119,964763,29192.45,36,20.8,69342.58,10+ years,MORTGAGE,credit_card,20.07,643,647,3,1,24214.01,2,Mar-2023,Fully Paid
1120,705426,12456.21,36,7.49,86719.2,10+ years,MORTGAGE,other,25.93,663,667,16,2,12230.82,5,Jun-2022,Fully Paid
1121,362596,9434.69,36,13.81,33331.91,5 years,MORTGAGE,home_improvement,35.75,776,780,4,1,25508.31,1,Jan-2021,Current
1122,855699,10126.39,36,19.92,48824.12,< 1 year,RENT,debt_consolidation,19.86,640,644,10,2,8241.96,3,Apr-2021,Current
1123,310502,9529.35,60,11.62,22552.26,2 years,MORTGAGE,credit_card,30.96,711,715,8,1,12281.61,1,Oct-2021,Fully Paid
1124,187201,21903.72,36,10.33,27820.74,2 years,OWN,other,8.07,735,739,9,1,27566.96,3,Sep-2021,Current
1125,703219,7153.8,36,10.73,78559.64,10+ years,MORTGAGE,credit_card,24.24,666,670,9,0,21241.87,0,Jul-2023,Current
1126,773454,27052.86,36,18.84,39739.96,10+ years,RENT,other,8.86,693,697,2,0,79429.29,1,Jul-2023,Current
1127,615503,5992.97,60,11.16,29763.52,< 1 year,MORTGAGE,major_purchase,14.93,739,743,6,3,13365.37,4,Jul-2023,Fully Paid
1128,742160,3021.81,36,13.25,54353.11,5 years,OTHER,medical,16.73,769,773,13,0,3290.09,4,Nov-2022,Fully Paid
1129,325995,14133.03,36,15.82,38751.1,2 years,MORTGAGE,home_improvement,33.7,625,629,3,0,13400.96,1,Sep-2022,Late (31-120 days)
1130,349920,9290.67,36,22.93,39661.26,< 1 year,MORTGAGE,debt_consolidation,31.96,702,706,6,1,6041.14,1,Dec-2022,In Grace Period
1131,434017,39569.16,60,20.3,68370.5,5 years,RENT,home_improvement,34.88,617,621,18,0,25848.69,4,Mar-2022,Late (31-120 days)
1132,286806,13513.86,60,9.34,29062.97,2 years,OWN,other,7.47,583,587,13,1,38541.9,5,Jan-2023,Default
1133,309724,10438.44,36,21.9,32616.89,2 years,RENT,other,44.76,734,738,11,0,20968.62,3,May-2023,Fully Paid
1134,142851,9477.25,60,21.21,52540.31,5 years,OWN,home_improvement,7.18,695,699,11,1,9437.11,4,Apr-2023,Late (31-120 days)
1135,313279,16206.41,36,19.41,75828.87,5 years,MORTGAGE,debt_consolidation,38.03,642,646,19,0,39759.27,4,Nov-2022,In Grace Period
1136,592690,25022.26,60,15.3,85577.03,5 years,MORTGAGE,credit_card,34.61,593,597,2,3,17291.45,5,Mar-2021,Default
1137,430813,31713.92,36,7.26,36341.74,5 years,OTHER,home_improvement,28.67,807,811,17,1,57274.5,1,Mar-2023,Current
1138,486288,15853.9,60,18.81,74743.66,5 years,OTHER,other,22.55,778,782,10,0,15686.69,3,Feb-2022,In Grace Period
1139,931796,25786.9,60,15.33,34445.58,5 years,RENT,major_purchase,35.29,804,808,10,3,41815.2,0,Mar-2023,In Grace Period
1140,105763,20318.28,60,11.58,111501.6,5 years,MORTGAGE,home_improvement,34.59,607,611,6,3,21794.85,1,Aug-2022,Current
1141,851407,34166.82,36,6.18,29430.98,10+ years,MORTGAGE,medical,10.49,583,587,8,0,28742.92,2,Aug-2023,Default
1142,129816,23623.59,36,10.16,89126.81,< 1 year,MORTGAGE,credit_card,36.71,632,636,11,0,66550.85,5,Jan-2022,Charged Off
1143,561175,13015.88,36,16.9,36482.25,5 years,RENT,credit_card,8.14,604,608,6,0,36442.09,2,Oct-2023,Current
1144,217129,28736.32,36,8.02,121292.58,2 years,RENT,medical,25.02,690,694,8,1,49806.59,0,Jul-2023,Fully Paid
1145,529992,33162.45,60,17.8,63965.19,5 years,OWN,home_improvement,30.8,734,738,19,1,81761.68,3,Dec-2021,Late (31-120 days)
1146,905167,19686.74,36,20.75,31032.57,5 years,RENT,major_purchase,37.87,626,630,16,3,19773.06,2,Jun-2022,In Grace Period
1147,128330,39513.5,36,11.73,38754.13,10+ years,RENT,medical,23.52,675,679,12,3,58970.36,4,Aug-2022,In Grace Period
1148,556082,35405.68,36,7.48,69670.45,10+ years,RENT,medical,14.47,709,713,7,3,37666.56,0,Apr-2023,Default
1149,516066,9484.28,60,8.51,78722.95,5 years,OWN,major_purchase,24.63,656,660,17,3,6728.26,5,Jan-2023,In Grace Period
1150,506139,31896.72,36,12.44,47485.42,2 years,MORTGAGE,debt_consolidation,15.01,690,694,17,0,49748.9,4,Jul-2023,Fully Paid
1151,661398,24836.15,36,20.64,50015.9,10+ years,RENT,other,26.15,721,725,19,3,58669.47,3,Feb-2022,Fully Paid
1152,393662,22322.83,36,17.42,68958.41,2 years,MORTGAGE,debt_consolidation,23.5,808,812,14,2,52726.87,5,Jul-2022,Late (31-120 days)
1153,800730,21529.67,36,21.62,52016.14,5 years,RENT,debt_consolidation,36.22,654,658,6,0,34629.8,1,Apr-2022,Charged Off
1154,314287,34429.62,36,23.9,27389.71,10+ years,RENT,credit_card,14.6,601,605,8,3,55631.45,2,Sep-2023,Charged Off
1155,420381,25213.17,36,9.65,34001.56,5 years,OWN,credit_card,13.0,788,792,18,2,50609.23,1,Nov-2021,Current
1156,521601,22432.83,36,18.51,54491.72,5 years,MORTGAGE,medical,23.97,718,722,3,3,63547.36,1,Oct-2022,Default
1157,927448,3856.68,36,14.4,84708.15,2 years,RENT,major_purchase,7.02,693,697,16,2,3375.18,5,May-2021,Fully Paid
1158,580190,19035.51,60,14.88,101436.89,< 1 year,MORTGAGE,other,14.17,752,756,11,3,28787.06,5,Jul-2023,Fully Paid
1159,856172,36505.58,36,11.86,69618.68,10+ years,RENT,debt_consolidation,19.15,815,819,10,0,100908.81,1,Feb-2022,Fully Paid
1160,225708,29046.0,36,12.17,55786.15,2 years,RENT,other,24.51,610,614,4,2,54367.28,1,Jan-2022,Charged Off
1161,174010,3936.25,60,18.17,68663.03,5 years,OWN,home_improvement,15.78,786,790,19,2,9770.76,0,Oct-2022,In Grace Period
1162,551422,35591.71,60,17.17,36314.13,5 years,RENT,major_purchase,27.43,732,736,5,3,58960.39,0,Jul-2022,Fully Paid
1163,912652,33413.35,36,11.73,45754.53,5 years,OTHER,debt_consolidation,40.14,720,724,12,2,93645.25,5,Jul-2023,Default
1164,310659,22774.0,36,8.13,33831.28,< 1 year,MORTGAGE,medical,26.75,787,791,11,0,62074.24,1,Aug-2022,Late (31-120 days)
1165,300546,2851.41,36,16.41,27947.02,2 years,RENT,major_purchase,16.47,653,657,9,2,4604.67,0,Jul-2022,In Grace Period
1166,233333,23372.33,36,19.31,56959.57,5 years,MORTGAGE,medical,7.48,769,773,4,0,11978.93,5,Apr-2021,In Grace Period
1167,930985,4074.38,36,16.06,53288.78,5 years,MORTGAGE,other,10.47,716,720,4,0,7804.08,4,Jan-2021,Current
1168,182874,14174.4,36,6.07,66799.02,10+ years,OWN,credit_card,27.45,804,808,13,2,14313.31,4,Mar-2022,In Grace Period
1169,667611,25898.57,36,11.08,62677.03,5 years,OTHER,other,32.35,692,696,15,1,28524.39,0,Dec-2023,Fully Paid
1170,442247,36690.7,36,20.01,54676.54,10+ years,OWN,home_improvement,6.99,752,756,6,1,57763.93,0,Oct-2023,In Grace Period
1171,470727,15596.23,60,19.37,62974.02,2 years,RENT,credit_card,12.42,699,703,15,2,25343.45,3,Nov-2022,Fully Paid
1172,739702,34680.9,36,6.19,48088.22,5 years,MORTGAGE,medical,17.76,674,678,14,0,91961.57,3,Nov-2022,In Grace Period
1173,492805,36897.72,60,14.47,59030.0,10+ years,MORTGAGE,debt_consolidation,17.79,670,674,5,0,21335.07,1,Mar-2022,In Grace Period
1174,120750,2799.67,36,13.87,35356.41,10+ years,RENT,medical,43.34,800,804,8,1,3465.15,2,Jul-2021,In Grace Period
1175,606509,11098.26,60,17.74,57893.92,5 years,RENT,other,13.15,781,785,8,0,23093.21,5,Jan-2021,Fully Paid
1176,123133,28974.77,60,8.25,66223.32,5 years,MORTGAGE,credit_card,7.5,634,638,11,2,59541.77,5,Jan-2022,In Grace Period
1177,859484,30760.04,36,17.19,36266.27,10+ years,MORTGAGE,major_purchase,19.12,787,791,2,2,39816.31,0,Dec-2021,Charged Off
1178,951100,16911.84,36,23.04,50177.62,< 1 year,RENT,medical,10.38,720,724,19,3,15979.34,0,Jul-2021,Current
1179,853229,26956.68,36,12.69,37026.12,2 years,OTHER,major_purchase,10.06,605,609,12,0,32146.92,1,Oct-2021,Charged Off
1180,472275,25262.03,60,12.07,38679.77,5 years,RENT,other,21.3,763,767,14,2,68986.49,4,Jan-2021,Current
1181,473412,30111.45,36,6.51,29548.31,10+ years,MORTGAGE,medical,17.26,618,622,12,0,34843.65,4,Oct-2022,In Grace Period
1182,626544,29309.02,60,7.03,86647.09,5 years,MORTGAGE,credit_card,8.67,789,793,9,2,50686.45,3,Oct-2023,In Grace Period
1183,864123,5263.09,60,22.77,79186.28,5 years,RENT,home_improvement,29.17,689,693,17,0,15030.25,3,Jan-2023,Fully Paid
1184,777904,8013.51,36,23.56,62432.75,10+ years,OWN,medical,25.07,799,803,7,2,6379.11,2,May-2022,Fully Paid
1185,524758,7043.63,36,6.1,119072.54,2 years,RENT,home_improvement,8.08,695,699,2,0,18854.66,2,Apr-2022,Current
1186,830277,37434.24,60,22.21,45018.98,10+ years,MORTGAGE,home_improvement,39.51,600,604,12,0,88286.39,0,Dec-2021,In Grace Period
1187,475795,36714.62,60,9.13,191816.24,2 years,OWN,other,16.39,764,768,4,1,62912.52,2,Jun-2021,Fully Paid
1188,792739,32301.67,36,16.1,44250.05,10+ years,MORTGAGE,debt_consolidation,43.46,754,758,16,1,92782.03,5,Oct-2022,Default
1189,318927,6435.31,36,18.21,54986.17,5 years,OWN,home_improvement,42.26,652,656,2,3,4414.81,3,Sep-2022,Fully Paid
1190,508168,23822.32,36,12.46,40986.58,2 years,RENT,home_improvement,22.36,628,632,5,0,62807.08,3,Jan-2021,Fully Paid
1191,845136,9114.76,36,15.52,57962.21,5 years,RENT,medical,14.14,787,791,19,3,9061.95,5,Mar-2022,In Grace Period
1192,321732,15998.59,36,17.3,71398.11,10+ years,RENT,other,38.39,766,770,6,1,22166.04,0,Nov-2021,Fully Paid
1193,658056,12149.47,60,9.49,46571.2,5 years,OWN,other,19.45,651,655,11,0,9791.05,4,Jul-2021,Fully Paid
1194,352310,33499.38,36,23.9,109045.87,< 1 year,MORTGAGE,home_improvement,11.54,748,752,17,3,58229.39,1,Feb-2023,In Grace Period
1195,488005,7489.15,36,9.67,54590.61,< 1 year,MORTGAGE,home_improvement,27.06,637,641,6,2,6910.4,2,Jul-2022,In Grace Period
1196,391856,26554.81,36,6.19,55365.86,5 years,RENT,debt_consolidation,24.58,623,627,7,3,30213.05,0,Nov-2022,Late (31-120 days)
1197,696138,39388.0,60,23.0,32563.62,5 years,OTHER,other,39.0,739,743,2,0,25565.26,1,Feb-2023,Current
1198,779849,28108.07,36,13.72,59179.15,5 years,RENT,credit_card,34.17,779,783,16,1,35493.37,3,Dec-2023,Fully Paid
1199,874909,5010.87,36,13.18,46151.64,2 years,OTHER,credit_card,40.05,800,804,3,0,4558.09,3,May-2023,In Grace Period
1200,420280,36498.28,36,10.96,37282.98,10+ years,RENT,home_improvement,34.39,690,694,19,2,80784.11,2,Nov-2022,In Grace Period
1201,278041,26437.03,36,6.46,34564.64,5 years,RENT,other,30.69,614,618,14,3,55397.29,5,Aug-2023,Current
1202,937841,19339.82,36,10.76,163128.5,< 1 year,MORTGAGE,other,25.01,710,714,7,3,41844.66,1,Jun-2022,Current
1203,453197,27068.31,36,13.08,43540.0,5 years,OWN,credit_card,44.5,743,747,10,3,59280.49,1,Dec-2023,In Grace Period
1204,687215,35403.68,36,15.37,25447.09,5 years,MORTGAGE,major_purchase,43.37,813,817,11,1,26832.56,3,Apr-2023,Current
1205,442269,20130.83,36,14.24,35803.48,10+ years,MORTGAGE,credit_card,38.95,606,610,15,1,20826.82,2,Dec-2022,In Grace Period
1206,850875,22190.22,36,21.82,47896.34,5 years,RENT,home_improvement,36.01,737,741,8,3,52006.87,1,Sep-2023,Late (31-120 days)
1207,168419,19193.0,60,22.4,62692.69,2 years,RENT,medical,28.1,702,706,6,3,32732.97,0,Jul-2022,In Grace Period
1208,135931,4758.47,36,11.71,62922.46,10+ years,OWN,major_purchase,15.39,721,725,4,1,9875.0,3,Mar-2023,In Grace Period
1209,400661,31908.66,60,23.27,66468.04,2 years,MORTGAGE,other,40.02,602,606,9,1,20469.68,3,Nov-2021,Fully Paid
1210,473477,6803.65,36,21.57,36673.62,10+ years,OWN,major_purchase,5.43,584,588,10,0,9972.64,3,Nov-2023,Charged Off
1211,785612,16993.66,36,22.7,57136.49,5 years,RENT,medical,14.1,725,729,13,3,27105.08,4,Nov-2022,Fully Paid
